DEPARTMENT,CATEGORY,UPC,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRODUCT_SIZE,tid,AISLE_NUMBER,SECTION,SHELF_LEVEL,SHELF_POSITION,BAY_NUMBER,health_score
Dairy & Eggs,Yogurt,119727,https://www.walmart.com/ip/Two-Good-Strawberry-Low-Fat-Lower-Sugar-Gluten-Free-Greek-Yogurt-5-3-Oz/303253109?fulfillmentIntent=Pickup,"Two Good Strawberry Low Fat Lower Sugar Gluten Free Greek Yogurt, 5.3 Oz.",Two Good,1.28,5.3,16255391,15,C,3,13,3,7
Dairy & Eggs,Yogurt,118816,https://www.walmart.com/ip/Oui-by-Yoplait-French-Style-Yogurt-Peach-Gluten-Free-Yogurt-5-0-oz/628864475?fulfillmentIntent=Pickup,"Oui by Yoplait French Style Yogurt, Peach, Gluten Free Yogurt, 5.0 oz",General Mills,1.34,5.0,16233430,15,C,4,2,2,7
Dairy & Eggs,Yogurt,121496,https://www.walmart.com/ip/Activia-Low-Fat-Fiber-Probiotic-Strawberry-Pineapple-Variety-Pack-Yogurt-4-Oz-Cups-12-Count/23591122?fulfillmentIntent=Pickup,"Activia Low Fat Fiber Probiotic Strawberry & Pineapple Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Activia,6.87,4,16339896,15,C,2,2,2,7
Dairy & Eggs,Yogurt,121077,https://www.walmart.com/ip/Dannon-Danonino-Grade-A-Strawberry-Dairy-Snacks-1-76-Oz-6-Cups/10801064?fulfillmentIntent=Pickup,"Dannon Danonino Grade A Strawberry Dairy Snacks, 1.76 Oz., 6 Cups",Dan-o-nino,2.76,1.76,16314385,15,C,3,3,3,7
Dairy & Eggs,Yogurt,121286,https://www.walmart.com/ip/Chobani-with-Zero-Sugar-Sugar-Free-Greek-Yogurt-Strawberry-5-3-oz/764045591?fulfillmentIntent=Pickup,"Chobani with Zero Sugar, Sugar Free Greek Yogurt, Strawberry, 5.3 oz",Chobani,1.22,5.3,16325546,15,C,2,12,2,8
Dairy & Eggs,Yogurt,119258,https://www.walmart.com/ip/Yoplait-Original-Low-Fat-Yogurt-Pack-12-CT-6-OZ-Fruit-Yogurt-Cups/49543521?fulfillmentIntent=Pickup,"Yoplait Original Low Fat Yogurt Pack, 12 CT, 6 OZ Fruit Yogurt Cups",Yoplait,6.43,6,16237101,15,C,2,4,4,7
Dairy & Eggs,Yogurt,121893,https://www.walmart.com/ip/Two-Good-Strawberry-Low-Fat-Lower-Sugar-Gluten-Free-Greek-Yogurt-5-3-Oz/303253109?fulfillmentIntent=Pickup,"Two Good Strawberry Low Fat Lower Sugar Gluten Free Greek Yogurt, 5.3 Oz.",Two Good,1.28,5.3,16357841,15,C,3,19,9,7
Dairy & Eggs,Yogurt,117674,https://www.walmart.com/ip/Ratio-Protein-Coconut-Yogurt-Cultured-Dairy-Snack-Cup-5-3-OZ/674571301?fulfillmentIntent=Pickup,"Ratio Protein Coconut Yogurt Cultured Dairy Snack Cup, 5.3 OZ",Ratio,1.47,5.3,16205362,15,C,2,20,10,7
Dairy & Eggs,Yogurt,118644,https://www.walmart.com/ip/Yoplait-Original-Strawberry-Low-Fat-Yogurt-6-OZ-Yogurt-Cup/10320903?fulfillmentIntent=Pickup&athbdg=L1200,"Yoplait Original Strawberry Low Fat Yogurt, 6 OZ Yogurt Cup",Yoplait,0.64,6,16233058,15,C,6,10,10,7
Dairy & Eggs,Yogurt,117115,https://www.walmart.com/ip/Oikos-Triple-Zero-Banana-Cr-me-Greek-Yogurt-5-3-Oz/45595083?fulfillmentIntent=Pickup,"Oikos Triple Zero Banana Crme Greek Yogurt, 5.3 Oz.",Dannon,1.06,5.3,16190627,15,C,1,1,1,7
Dairy & Eggs,Yogurt,119969,https://www.walmart.com/ip/Great-Value-Original-Blueberry-Lowfat-Yogurt-6-oz-Cups-4-Count/16778155?fulfillmentIntent=Pickup,"Great Value Original Blueberry Lowfat Yogurt, 6 oz Cups, 4 Count",Great Value,1.96,6,16264361,15,C,5,15,5,8
Dairy & Eggs,Yogurt,117281,https://www.walmart.com/ip/Light-Fit-Nonfat-Gluten-Free-Vanilla-Yogurt-5-3-Oz-Cups-4-Count/54199504?fulfillmentIntent=Pickup,"Light + Fit Nonfat Gluten-Free Vanilla Yogurt, 5.3 Oz. Cups, 4 Count",LIGHT + FIT,2.44,5.3,16190953,15,C,5,7,7,7
Dairy & Eggs,Yogurt,121920,https://www.walmart.com/ip/El-Viajero-Bio-Salud-Original-Cultured-Dairy-Beverage-2-1-Fl-Oz-6-Count/43285889?fulfillmentIntent=Pickup,"El Viajero Bio Salud Original Cultured Dairy Beverage, 2.1 Fl Oz, 6 Count",El Viajero,1.12,2.1,16357868,15,C,6,6,6,7
Dairy & Eggs,Yogurt,121363,https://www.walmart.com/ip/Lifeway-Organic-Whole-Milk-Peach-Kefir-32-Fl-oz/153318604?fulfillmentIntent=Pickup,"Lifeway Organic Whole Milk Peach Kefir, 32 Fl oz",LIFEWAY,4.28,32,16325702,15,C,1,9,9,7
Dairy & Eggs,Yogurt,117279,https://www.walmart.com/ip/Great-Value-Cocomelon-Blueberry-Gelatin-Yogurt-5-3-oz/393869594?fulfillmentIntent=Pickup,"Great Value Cocomelon Blueberry Gelatin Yogurt, 5.3 oz",Great Value Cocomelon,0.66,5.3,16190951,15,C,3,5,5,8
Dairy & Eggs,Yogurt,115915,https://www.walmart.com/ip/Yoplait-Original-Lemon-Burst-Low-Fat-Yogurt-6-OZ-Yogurt-Cup/10320907?fulfillmentIntent=Pickup,"Yoplait Original Lemon Burst Low Fat Yogurt, 6 OZ Yogurt Cup",Yoplait,0.64,6,16174976,15,C,1,1,1,7
Dairy & Eggs,Yogurt,116066,https://www.walmart.com/ip/Silk-Peach-Almond-Milk-Yogurt-Alternative-5-3-Oz/147367434?fulfillmentIntent=Pickup,"Silk Peach Almond Milk Yogurt Alternative, 5.3 Oz.",Silk,1.52,5.3,16175435,15,C,2,12,2,7
Dairy & Eggs,Yogurt,116500,https://www.walmart.com/ip/Ratio-Protein-Coconut-Yogurt-Cultured-Dairy-Snack-Cup-5-3-OZ/674571301?fulfillmentIntent=Pickup,"Ratio Protein Coconut Yogurt Cultured Dairy Snack Cup, 5.3 OZ",Ratio,1.47,5.3,16181453,15,C,4,6,6,7
Dairy & Eggs,Yogurt,115921,https://www.walmart.com/ip/Chobani-Flip-Low-Fat-Greek-Yogurt-Key-Lime-Crumble-4-5-oz/23984451?fulfillmentIntent=Pickup,"Chobani Flip Low-Fat Greek Yogurt, Key Lime Crumble 4.5 oz",Chobani,1.38,4.5,16174982,15,C,1,7,7,8
Dairy & Eggs,Yogurt,115725,https://www.walmart.com/ip/Yoplait-Original-Strawberry-Kiwi-Low-Fat-Yogurt-6-OZ-Yogurt-Cup/10320914?fulfillmentIntent=Pickup,"Yoplait Original Strawberry Kiwi Low Fat Yogurt, 6 OZ Yogurt Cup",Yoplait,0.64,6,16168559,15,C,3,11,1,7
Dairy & Eggs,Yogurt,121541,https://www.walmart.com/ip/Chobani-2-Greek-Yogurt-Mixed-Berry-Blended-5-3-oz/46161834?fulfillmentIntent=Pickup,"Chobani 2% Greek Yogurt, Mixed Berry Blended 5.3 oz",Chobani,1.22,5.3,16340141,15,C,5,7,7,7
